H,std_H,M,std_M,H_2,std_H_2,M_2,std_M_2,T,M_4,std_M_4
-14303.512,253.2908172320783,404.65,295.4483359560842,2.04654547616e8,7.26211138899192e6,250944.052,340707.6196489244,2.87,1.78938517638928e11,5.788234444454814e11
-14400.332,255.5903914943287,389.57,303.12978535070874,2.07434822832e8,7.352999493991439e6,243560.564,345494.53483360604,2.86,1.78568855462288e11,5.0666285694555536e11
-14491.668,253.67475368403663,421.464,305.58715976987025,2.10072727952e8,7.36575616803323e6,270922.032,370603.2419685675,2.85,2.10608163617664e11,6.44055695564573e11
-14552.496,248.24995069893168,396.378,301.7610990119119,2.1183670624e8,7.225287829500773e6,248084.22,346435.3528870655,2.84,1.81443216489264e11,5.502008567744998e11
-14624.4,258.7842214534597,409.226,308.0054289590822,2.13939977664e8,7.573673154224885e6,262238.396,358571.4719122765,2.83,1.9721390330552e11,5.506923624513773e11
-14725.96,265.3983019136684,407.24,309.19329697600966,2.16924263744e8,7.822771543347428e6,261349.312,393177.2285930746,2.82,2.2273720763392e11,8.509531018770162e11
-14788.84,252.96695175196044,442.076,326.7103516539962,2.18773716832e8,7.478706388069191e6,302064.104,421032.520870571,2.81,2.6833383817232e11,8.32699960731227e11
-14880.632,251.53039600834748,462.028,345.04596785926356,2.21496412992e8,7.487189657815033e6,332407.536,446660.0268305649,2.8,3.09800444378304e11,8.497923960031317e11
-14955.164,261.02989428360445,424.488,329.7224389433372,2.23724998736e8,7.801789007790148e6,288798.232,414677.62724219565,2.79,2.55189995807008e11,7.94784134280085e11
-15056.364,259.2120413607099,449.644,330.3489120122354,2.26761220592e8,7.808286459571471e6,311201.0,414342.5130884453,2.78,2.68354100835296e11,7.246851764810723e11
-15141.056,265.46897114095765,442.448,329.3497207142197,2.29321980096e8,8.0448069323879955e6,304123.0,412528.788175227,2.77,2.62500620201248e11,7.423203720982156e11
-15237.26,265.5403775174166,466.384,344.51901819478405,2.32244533488e8,8.090509167135315e6,336088.696,453114.1721705307,2.76,3.18062752147744e11,8.747752115573497e11
-15305.888,264.5063005658637,472.672,343.39665356214186,2.34340101088e8,8.103848224378396e6,341222.16,456131.6902339083,2.75,3.24280625191872e11,9.447411950632069e11
-15401.58,262.9849438288829,461.136,351.8963775951162,2.37277758416e8,8.09738955996499e6,336353.64,477980.4640778099,2.74,3.41370629857248e11,1.0839014545854486e12
-15500.164,258.79682552322953,497.85,369.78100477376,2.40321992848e8,8.0209314395339275e6,384455.876,528403.1907252655,2.73,4.267370426276e11,1.3349076635976387e12
-15590.204,263.76327539945635,474.882,353.68861122420907,2.43123962256e8,8.225770177819699e6,350483.452,476973.7221134834,2.72,3.5011507778104e11,9.848820968391356e11
-15695.692,247.8995912528767,489.004,382.88098128508534,2.46416140112e8,7.7908064349699505e6,385576.16,604125.4389868029,2.71,5.13271553645312e11,2.3589474978562354e12
-15785.88,267.6062456347062,490.18,372.1815238384177,2.49265548864e8,8.446969473168515e6,378657.0,529900.6472321779,2.7,4.23895024890144e11,1.218461664152026e12
-15893.596,276.56748608315905,517.666,391.79707680557465,2.52682806896e8,8.801745081447756e6,421329.532,582904.4036261416,2.69,5.1695634075832e11,1.5591380690675388e12
-15984.52,269.3608376525081,518.126,400.6233832656541,2.55577362336e8,8.610608081843682e6,428793.148,614544.273324536,2.68,5.61150562983856e11,1.768470897006017e12
-16068.488,260.8539795645346,525.566,394.77413068520366,2.5826428336e8,8.3833285135548115e6,431910.388,615310.7322896946,2.67,5.6477527323592e11,2.201025842701216e12
-16208.068,263.38651414192003,564.198,420.170150952863,2.62770771376e8,8.541038952867812e6,494685.796,686243.4820898345,2.66,7.15173223358224e11,2.056307553090308e12
-16320.18,277.59173036812314,551.898,421.9288014695246,2.66425255344e8,9.057695516732851e6,482437.292,683988.0585786867,2.65,7.00117565326256e11,2.6352836180066885e12
-16407.628,274.1209293357585,578.422,414.3297709253767,2.69285323728e8,9.005079044269985e6,506069.5,662584.3084184172,2.64,6.946852866268e11,1.8785069818295696e12
-16507.068,295.9612752581872,575.646,431.4353243802866,2.7257079944e8,9.780251009695474e6,517318.62,754208.798454275,2.63,8.3588063535288e11,2.8802742782884487e12
-16623.956,278.23107409955946,597.438,447.6371512454872,2.76433248208e8,9.249738638709135e6,557110.804,796108.1275002044,2.62,9.43526810454736e11,3.2973966920106533e12
-16745.676,282.0307152569527,584.34,432.4115911769528,2.8049712648e8,9.449471449067889e6,528246.04,718719.0893620035,2.61,7.95084451059616e11,2.230810922588856e12
-16845.988,283.6345825748906,612.704,447.1407734206927,2.83867679824e8,9.560314339209257e6,575141.128,779402.6638128755,2.6,9.3764836096336e11,2.69212361843649e12
-16973.316,283.3585152985387,649.028,472.41364699791427,2.88173667792e8,9.61781198891666e6,644188.824,854089.6369404338,2.59,1.143718879787616e12,3.0834856141434565e12
-17070.032,273.94949772413037,623.312,470.4135452551931,2.9146096576e8,9.348840719353866e6,609585.464,846197.5645868293,2.58,1.086928705914464e12,3.2487830976627705e12
-17189.548,280.5311487543254,672.132,503.18629057141356,2.95559179472e8,9.640716373039886e6,704704.672,1.0184155222590701e6,2.57,1.532741680540864e12,5.940927420698183e12
-17355.592,294.0435191041066,673.304,510.74714118262693,3.013029488e8,1.0206985394319372e7,713940.056,991698.49729409,2.56,1.492192847187104e12,4.401188381375687e12
-17449.976,284.92727313294347,713.798,526.0964062076689,3.04582764768e8,9.940072237400899e6,786008.236,1.1086474762146883e6,2.55,1.845679074350512e12,6.400509445397547e12
-17573.844,283.9710534952871,695.12,540.7065573683947,3.08920551856e8,9.97924236674158e6,775263.032,1.1193162513346784e6,2.54,1.852648770417248e12,5.762361122616682e12
-17716.776,275.81614232739963,712.672,552.6162693561937,3.13960150304e8,9.774738454744114e6,812980.736,1.2086484124565092e6,2.53,2.120307831055808e12,7.439105188000371e12
-17843.552,281.795855541206,767.266,568.5877287184883,3.18471677472e8,1.0045844667306632e7,911665.828,1.2242407739382247e6,2.52,2.328401289043216e12,6.129354087974767e12
-17965.996,302.5272263891412,779.95,584.8558539245972,3.22868443472e8,1.0871401597375207e7,950036.316,1.347725332849729e6,2.51,2.71711621095096e12,8.605519530849317e12
-18103.352,301.3247163454744,782.198,580.2481440769154,3.27822059424e8,1.0921608755676284e7,948184.932,1.3162385953787223e6,2.5,2.629806221196432e12,7.742484345574971e12
-18286.108,299.0612277677498,836.246,607.3738341898327,3.34471093968e8,1.0939529259048615e7,1.067841444e6,1.354824272146575e6,2.49,2.973998609113104e12,6.853436166576429e12
-18431.58,310.7771001956323,900.064,689.8042924379827,3.3981962712e8,1.1453831230511088e7,1.285469336e6,1.8789987825807624e6,2.48,5.179537202311328e12,1.7487423374744465e13
-18548.368,307.33348409577246,931.684,697.7111242892412,3.4413631488e8,1.1400920874628618e7,1.354349088e6,1.8943081543124814e6,2.47,5.419076432277696e12,1.7311640310669803e13
-18694.824,299.6327031229749,929.574,737.488331815198,3.49586134368e8,1.1208661892437438e7,1.407452972e6,2.0140558465808383e6,2.46,6.033288400584944e12,1.6833798947875305e13
-18915.004,305.2666042718785,970.672,722.8224157154098,3.57870470832e8,1.1554500202326695e7,1.464153904e6,1.9715306569905498e6,2.45,6.026792852920576e12,1.6603020521555873e13
-19023.356,307.0824985650027,1012.044,766.9876114123748,3.61982278864e8,1.1682835876490602e7,1.611914784e6,2.282398717422031e6,2.44,7.802403832262208e12,2.3415609127434098e13
-19206.132,310.7756813203056,1105.738,817.2669212543578,3.68971991344e8,1.1948299815193009e7,1.88991382e6,2.5551382932163067e6,2.43,1.0093977212789871e13,3.173708567106834e13
-19378.932,303.56888747934215,1158.354,872.9285577588529,3.75635067376e8,1.1768113318860678e7,2.103026252e6,2.832003756961472e6,2.42,1.2434944450765615e13,3.3649172600389863e13
-19553.204,325.1475469864586,1197.432,892.8979696248392,3.82433401872e8,1.2715417308271768e7,2.230312912e6,3.1848404347273493e6,2.41,1.5107361071513535e13,4.9281344990280484e13
-19714.248,333.91565126264766,1289.324,935.8154206495668,3.88762962368e8,1.3168667002881892e7,2.537231128e6,3.481349125992614e6,2.4,1.854521374220464e13,7.443885202669697e13
-19902.016,321.49799486887116,1383.938,1021.8259188160987,3.96193498464e8,1.280530720837908e7,2.958368468e6,4.0773680848247353e6,2.39,2.5360249561104848e13,7.481938370845478e13
-20134.596,327.0065229472496,1525.264,1132.1013557909837,4.05508782416e8,1.3177976389686774e7,3.606802096e6,4.792626679211652e6,2.38,3.595532257551501e13,9.704796064453017e13
-20301.004,345.3696688943489,1552.848,1163.9817827124643,4.12249924336e8,1.4018057827986801e7,3.764835648e6,5.113373287590885e6,2.37,4.029442724832134e13,1.1304320154028344e14
-20513.136,352.02114196222414,1736.29,1305.650042673738,4.2091254352e8,1.4433026595248178e7,4.717720276e6,6.35849539589988e6,2.36,6.2646917838561805e13,1.8129847972972338e14
-20727.4,363.4497265148286,1933.956,1429.8694026282863,4.29757074368e8,1.5072890028736407e7,5.782667792e6,7.915835797352237e6,2.35,9.603704270690662e13,2.8481495665913375e14
-20975.92,358.0649942959241,2150.394,1564.5413892008492,4.40117302176e8,1.502424256373095e7,7.069536324e6,9.293279324456815e6,2.34,1.3625701939812955e14,3.609805727304336e14
-21172.504,376.5239491297576,2498.734,1788.6571341617116,4.48416554144e8,1.5949027944989214e7,9.439766652e6,1.2069497316844193e7,2.33,2.3463628716003916e14,6.150011234634802e14
-21455.26,367.5061920583124,2911.816,2002.5393464244287,4.60463107408e8,1.5781221634806173e7,1.2484826088e7,1.4885054527085664e7,2.32,3.7721416587364444e14,8.50502073073247e14
-21728.876,407.53910333211553,3562.46,2362.414742549626,4.72309974256e8,1.772561884782768e7,1.8266543664e7,2.054948589063637e7,2.31,7.555257064279122e14,1.4872351053115875e15
-22036.964,414.8748725385329,4232.622,2641.6188641322465,4.85799731376e8,1.831679902846797e7,2.4886261068e7,2.5646589212148022e7,2.3,1.2764157806231032e15,2.198770547282029e15
-22406.344,433.83373471109104,5845.594,2919.851935713605,5.02232274944e8,1.94584999806148e7,4.2687979004e7,3.2708368842456456e7,2.29,2.891031106387786e15,3.4560675319059465e15
-22763.44,468.47687347507457,7209.482,2864.5584956588077,5.18393451744e8,2.13480903572144e7,6.0174120388e7,3.676605983000026e7,2.28,4.971316176737249e15,4.640277302872284e15
-23217.484,464.6521832461303,8906.734,2489.839461046793,5.3926724904e8,2.155939123757297e7,8.5523011788e7,3.589042669390087e7,2.27,8.601020150832383e15,5.471823392962837e15
-23619.136,427.2376311814042,10274.568,1726.9620549726378,5.58045934848e8,2.0150311373161156e7,1.08546163128e8,2.9240106134286445e7,2.26,1.2636398352747972e16,5.429568165964364e15
-23951.852,407.7612921396137,10957.006,1350.4280980533588,5.73857317232e8,1.949858622128785e7,1.21877812876e8,2.4890939099566977e7,2.25,1.5473140561846358e16,5.28358909706739e15
-24276.304,393.8918257013648,11560.274,918.2060810794771,5.8949393152e8,1.911690952239605e7,1.3448219426e8,1.9472482562576327e7,2.24,1.846425897255706e16,4.795349101803903e15
-24582.732,390.4425868032195,12010.872,702.6768434795346,6.04463005552e8,1.9175542035388604e7,1.44754307192e8,1.61853556333974e7,2.23,2.121551322187847e16,4.41735959096166e15
-24837.288,368.78803895147354,12344.866,575.8321810603718,6.17026743808e8,1.8297614543792203e7,1.52726967676e8,1.380680878993014e7,2.22,2.3515963996498668e16,4.038685442496768e15
-25102.132,358.74931030406685,12636.968,469.0284796157806,6.30245603312e8,1.7972954977338634e7,1.5991272796e8,1.1648860889231598e7,2.21,2.570764082766561e16,3.625615791412323e15
-25335.956,341.84034414458,12855.784,424.70990080741444,6.420274044e8,1.7318888713415116e7,1.65451380376e8,1.0682559851554956e7,2.2,2.7488162236220904e16,3.421800726004297e15
-25575.404,320.0975026381731,13071.862,360.5122272850423,6.54203649712e8,1.6367523741930718e7,1.71003415244e8,9.308572995628556e6,2.19,2.932873090679562e16,3.118411803231746e15
-25768.004,327.10126141490065,13230.278,327.71886483748597,6.64096918384e8,1.6854148012013495e7,1.75147548212e8,8.609465805352531e6,2.18,3.075071242322694e16,2.9809432479814665e15
-25996.504,306.621647668293,13415.4,305.09931102772026,6.7591214304e8,1.5936960077209208e7,1.80065949664e8,8.099905234360846e6,2.17,3.2489289084738996e16,2.865375798092065e15
-26185.288,295.688235458546,13564.39,275.69027735672694,6.85756651744e8,1.5469242511888161e7,1.84068605196e8,7.436667720832875e6,2.16,3.3936500141564204e16,2.711057493148208e15
-26371.284,297.8765008417982,13694.034,251.79772226320262,6.95533261488e8,1.5712156802181976e7,1.87589905884e8,6.864202960412325e6,2.15,3.5237042954567428e16,2.5551558844267895e15
-26571.328,285.2974010099339,13827.596,230.18755634285512,7.06116784896e8,1.5153889424611036e7,1.91255344464e8,6.330240739487248e6,2.14,3.6618638661915336e16,2.397642690453072e15
-26732.76,284.38583949575565,13929.394,216.29732614458572,7.14721251648e8,1.520343307655495e7,1.94074754956e8,6.003615829504744e6,2.13,3.770101787085668e16,2.315479938063585e15
-26910.04,273.5720308365898,14042.844,203.98569024768827,7.24225019616e8,1.4712900173315387e7,1.9724303616e8,5.707579032488064e6,2.12,3.893735919556875e16,2.2367247242846632e15
-27091.088,266.87493416671134,14150.928,188.24430598223876,7.33998200032e8,1.4455416093999822e7,2.00284163744e8,5.311121616188357e6,2.11,4.0141926051442504e16,2.1161711177121208e15
-27230.552,270.20182146003447,14232.544,189.83330779594175,7.4157589824e8,1.4701820196748752e7,2.0260130936e8,5.384296404640471e6,2.1,4.107625221151167e16,2.1677898708079088e15
-27377.944,250.59719834790621,14314.248,169.24443321472694,7.49614553824e8,1.3718809559576368e7,2.0492631084e8,4.836034114071185e6,2.09,4.201815671321882e16,1.9755347544268335e15
-27539.376,241.44847066814893,14402.384,157.22347077890043,7.58475469536e8,1.3299444039054396e7,2.07453359384e8,4.520257802583842e6,2.08,4.305730861757829e16,1.8692554533809965e15
-27684.768,252.3088859908623,14485.346,150.22436434761056,7.66509975328e8,1.3963973134714361e7,2.09847793532e8,4.342869759489831e6,2.07,4.405493810747906e16,1.815791028401054e15
-27821.704,245.8653496411281,14556.45,146.91660896573265,7.74107602784e8,1.3669640423764989e7,2.11911799508e8,4.267158417621247e6,2.06,4.492480120303891e16,1.8008503307436605e15
-27960.204,228.12961558181237,14627.2,134.68887516455501,7.818249988e8,1.275193632428532e7,2.13973102792e8,3.9341637388019287e6,2.05,4.579995088511518e16,1.6789317178044722e15
-28088.832,239.42322204676648,14688.858,131.96212273920813,7.8903974928e8,1.3444528206364468e7,2.15779945932e8,3.872080748882844e6,2.04,4.6575963082733384e16,1.6674442795434835e15
-28242.384,230.34245416377368,14767.83,123.42431146520794,7.97685258592e8,1.3005924272829903e7,2.18104021236e8,3.6402582849353803e6,2.03,4.758260230821421e16,1.5838401690334395e15
-28343.584,234.96838316055437,14810.462,124.55546804785656,8.03413908896e8,1.3311781170909295e7,2.19365283204e8,3.6840235860027266e6,2.02,4.813468593292357e16,1.6119689462059905e15
-28492.12,220.2473120800308,14884.336,118.00018282675306,8.11849362464e8,1.254866728842614e7,2.2155736828e8,3.508502725531723e6,2.01,4.909996472094323e16,1.5513088966618792e15
-28585.672,227.5021970567881,14925.634,119.54202750639769,8.17192349184e8,1.2998825862083273e7,2.22788826308e8,3.5625809450872075e6,2.0,4.9647540418703496e16,1.58253067364546e15
