H,std_H,M,std_M,H_2,std_H_2,M_2,std_M_2,T,M_4,std_M_4
-6339.608,169.66760867482466,3220.666,218.01878045854818,4.0219387904e7,2.144168708769153e6,1.042017414e7,1.3050867887743763e6,2.2,1.1028157738263192e14,2.5042118876379508e13
-6388.784,162.5517037757538,3259.358,212.99891166945517,4.0842957632e7,2.072441164980915e6,1.066873774e7,1.2242447033556497e6,2.19,1.1531924128350097e14,2.353924273654281e13
-6438.636,154.388209469581,3306.66,160.06901789693873,4.1479845424e7,1.984786268372444e6,1.0959596824e7,1.0289786294089325e6,2.18,1.2117050076739139e14,2.1576754836136656e13
-6493.472,153.25035362728167,3352.246,145.20323503098498,4.21886408e7,1.9882750697173534e6,1.125861614e7,948647.6672255263,2.17,1.276554698520044e14,2.0530390851198492e13
-6537.876,149.98907075298968,3386.682,135.80921551580738,4.2766296816e7,1.9593831836069266e6,1.1488040668e7,898669.9618436936,2.16,1.3278187848224172e14,1.9912746343031605e13
-6595.176,150.39879261756332,3421.844,129.47167481182353,4.3518943648e7,1.978590458205597e6,1.1725762512e7,869612.1448961396,2.15,1.3824897554509286e14,1.9769363999813918e13
-6640.904,146.92191406605357,3458.694,113.21167451834306,4.41231704e7,1.947394840301852e6,1.1975368252e7,773031.2775723953,2.14,1.4400642454975862e14,1.8123027619017758e13
-6682.852,143.16925484031665,3483.44,111.52756070495221,4.4680987792e7,1.9105557955777633e6,1.2146780192e7,765184.3333484743,2.13,1.4812919058970144e14,1.812675783345502e13
-6730.872,136.42238336388456,3516.378,97.13702032035323,4.5323230336e7,1.8342145704013628e6,1.2374340404e7,675660.2348262166,2.12,1.5358036067023928e14,1.6422735863862648e13
-6769.36,137.1148090866587,3535.06,96.87499762665888,4.584301648e7,1.8574262596058953e6,1.2506024584e7,675332.3330833722,2.11,1.568562685819601e14,1.6542201424581928e13
-6812.872,135.10157679335964,3563.962,91.75915375753145,4.6433459072e7,1.8392937029170543e6,1.271023646e7,646556.8752917004,2.1,1.619677286263073e14,1.6124381715412559e13
-6845.388,128.44682963796362,3580.634,83.20248011145279,4.687581896e7,1.7569932315423905e6,1.2827855572e7,591293.9780300147,2.09,1.6490315751597753e14,1.4973717909548395e13
-6881.852,127.62850438335134,3598.816,84.04673698602464,4.7376159696e7,1.751353619852909e6,1.2958533392e7,598281.4512746803,2.08,1.6828117042582344e14,1.5208078011357775e13
-6927.188,126.98368995077092,3622.106,78.26840171299466,4.800204232e7,1.7567661077996339e6,1.3125771692e7,563093.8938587686,2.07,1.7260264016907622e14,1.4608162236822299e13
-6952.22,124.11973779101096,3637.172,75.00103713663947,4.8348753232e7,1.7237924536031259e6,1.3234639688e7,540570.4927976315,2.06,1.754476119124105e14,1.4080945134918703e13
-6988.236,121.46542781447795,3654.444,71.77516658663035,4.8850181488e7,1.695749148462919e6,1.3360107472e7,520459.69529487647,2.05,1.787630790795222e14,1.371470615646004e13
-7025.752,119.84174790339358,3674.104,68.81974528680952,4.9375538848e7,1.6818311246292228e6,1.3503771624e7,502161.4550670627,2.04,1.826037620339757e14,1.3398068849007248e13
-7061.304,118.33396177983101,3689.726,63.7139575948033,4.9876003104e7,1.6683467739626835e6,1.3618133364e7,467850.34541949915,2.03,1.8567222138145338e14,1.2634742257866074e13
-7083.5,114.69483381959671,3701.974,61.33688561980904,5.0189114e7,1.6248633103573683e6,1.3708369948e7,452422.8418835981,2.02,1.8812388837265966e14,1.2323911354167213e13
-7119.056,113.18763317741168,3719.396,58.0019949261697,5.069375696e7,1.6099549488789511e6,1.3837267472e7,429861.4015444176,2.01,1.916545671353824e14,1.1818347950123473e13
-7148.252,105.94039769542054,3733.134,54.355943673278404,5.11087188e7,1.5121905263252843e6,1.3939241076e7,404247.4803957106,2.0,1.944656943842265e14,1.119084105845489e13
