x1,x2
1.0883831916935376,0.06043805061856528
1.2799077217207582,0.062207901758393865
1.3131340820914217,0.06263417163489904
1.161879281737818,0.061544567178320485
1.1904964797355322,0.06249412311241447
1.2409951478308752,0.06153036399520031
1.2775949660918469,0.06308992992513866
1.4338374205214797,0.06556768118504255
1.187730345959773,0.06243251702931149
1.210562926810377,0.061011993714190846
1.3459491936217416,0.06294978027571035
1.2370007542449606,0.06178781870608614
1.1297955786035905,0.060329655533796045
1.4669535873554194,0.0664542990847333
1.5015869455765405,0.06344795947282365
1.3714483191287723,0.06469224761191088
1.2581397470289193,0.06404415380077215
1.4339616408950098,0.06381437133438829
1.5430305319276083,0.06872475113155384
1.4852991693583577,0.06653174106945825
1.4132661744938741,0.06302835038998611
1.5196211741208239,0.0682523121394239
1.4424163778719092,0.06494510879792763
1.5368656930909477,0.06587198156751996
1.4697960508000423,0.06728829434272506
1.3065840691691182,0.06464804441975336
1.657481439247667,0.06765064077738772
1.4293801102048393,0.06737736359265595
1.5725898085609484,0.06895509975939557
1.765466529972429,0.07350370717530968
1.89035438460073,0.07154240186265239
1.8962878102689038,0.07054758198103793
1.765782212749537,0.07045266317186684
1.5863681790772268,0.06840558124500894
1.7181457103860145,0.0701462330087771
1.8477590102152783,0.07402184849720571
1.966696345492739,0.07538485520484903
1.839325652986165,0.071152882126569
1.8903997096554066,0.07353055871908477
1.9151630862015887,0.07688583011373323
1.8282241820860585,0.0904502391288758
1.8098880961796926,0.09399285179621798
2.257167408836102,0.09828544111460213
2.1828233298609665,0.09217380957800773
1.8973570822906385,0.08613996579111118
2.3586794619721396,0.09256549107344332
2.0455750358600207,0.09034795588868096
2.44337173292725,0.09203456645073246
2.2974345340381768,0.0918031066424571
2.2631726660379003,0.09309064457990474
2.7246542432657885,0.09560393497660763
2.360426961790333,0.0925716148642312
2.582716855440407,0.09285994126736659
2.479209257564807,0.09432924018159909
2.6272415131153544,0.09228747577472911
2.589789622163061,0.09512049161865846
2.6301544620581674,0.09705745237370134
2.4990455635117366,0.09933301759866668
3.1865870198162236,0.10576423834294293
3.4187461630480462,0.11849096575320342
3.5827331692121764,0.11460345020913248
3.8592606216868717,0.1223442957411194
3.701053232193064,0.116040946124236
4.292305413488393,0.12886239549407086
4.48057557995963,0.13843268919444549
4.837401853382929,0.1424913990021032
4.312246272530858,0.1599163942101714
5.160805788515778,0.1604539110141572
6.6452750029929195,0.17813102660714175
6.579305084780396,0.20917211388466397
7.209111198088227,0.20960644386635457
6.361608642757448,0.21591009522266466
3.9726277973294026,0.13199235181906294
2.5452093791506045,0.10702556932754342
1.6609933980362646,0.06688357145884527
1.5171989973766025,0.0941031594724537
1.041836095928295,0.05322579458493922
0.8293638602781395,0.05221933852961721
0.8146751826771672,0.047423553995854455
0.8108188220152291,0.09885828297873982
0.6960327558358744,0.06304715145641829
0.5661004884929796,0.04812660180334691
0.6260887233672936,0.044458908484393204
0.5595415191525971,0.046062650855008616
0.5034740471422577,0.044096882103687736
0.45288493079868536,0.0725524981464497
0.49850252527393235,0.04329740400188101
0.49234372099598167,0.07245547184721775
0.46285634905217804,0.05065053583740141
0.4121332293168847,0.04795992046377668
0.43444027485056674,0.047146738444999434
0.4031629907359853,0.0506461425739263
0.4606078786927989,0.0762092938371767
0.3258443338843045,0.08274656793050747
0.3956351276218586,0.080535290385366
0.2927997713913148,0.09257796813356085
0.4456427416665001,0.07425957144679879
0.3879292036759207,0.05513556309230628
0.26465711981486173,0.14026189271922518
0.32791565572789866,0.05924894776604177
0.34989242567665546,0.052454110369742055
