τ_H,τ_M,τ_H_2,τ_M_2,T,τ_M_4
0.014542127271690238,-0.019074189878663234,0.014846261873051997,-0.034187934882040166,3.0,-0.03246991271009971
-0.03758055817772115,0.03148452735990721,-0.03785282315154018,0.025444218467125815,2.99,-0.004618822773599739
-0.005947929164711438,-0.012638633278201295,-0.005355789675793105,-0.011099674069315026,2.98,0.005864618217763801
0.0122065567962304,0.026146917657265772,0.011238355520107535,0.024124977991285865,2.97,0.0019520031010582593
0.026578355423771103,-0.011489840783784979,0.026627449556997067,0.01253606374409924,2.96,0.04786582671265924
-0.02926317397171026,0.06757981226531591,-0.029667782522792188,0.03420253259436889,2.95,-0.010076844696199445
0.006634008359368161,0.03970879095949857,0.006540853597298185,0.049967187666500774,2.94,0.04059721828753875
-0.0240042674208447,0.002337931455410377,-0.024548147576079416,-0.0003429205631226665,2.93,-0.013562758974723902
-0.017992765456895234,0.031563410681254955,-0.018265567998530213,0.026986090029099213,2.92,0.010762618046612323
0.04080749556451555,0.04088295723900447,0.04205345125949475,-0.0032096290849664946,2.91,-0.015515206879535235
0.024845658889023427,0.007094153099340576,0.024764587760702002,-0.0064010144594980264,2.9,-0.021383498562041407
-0.016686397746988962,-0.004450520098356036,-0.01725347262611959,-0.028265819095488462,2.89,-0.04008384093798605
0.05869370917770186,-0.07127547409655847,0.05892365056272022,-0.056027180990410354,2.88,-0.03451256391260349
-0.013326065522130797,-0.000561248563763697,-0.013159846197852534,0.024421353824500537,2.87,0.037670009079279226
0.017428101266491924,0.003734279658034314,0.01715763072692618,0.00036451914547945004,2.86,-0.0019365896809952334
0.010981131160441518,-0.030905540745719173,0.012050790697092268,-0.046508738787437706,2.85,-0.03807077776501759
0.01661407058066865,0.004336426705117432,0.016304531873800276,-0.0036460128429466904,2.84,-0.005933000445649638
-0.007387585586623236,-0.006616751342762204,-0.0066124875207790425,0.004299487364355423,2.83,0.016921584937891553
0.026940713248580543,0.06230551124240911,0.02749383284463615,0.0751449091543528,2.82,0.03576482792762524
0.012943785650902737,-0.024713805431801805,0.013131328690241051,-0.024319695677714227,2.81,-0.019977974129793737
0.04670055012827532,0.021651550344091074,0.04636434625177905,0.035497543888976704,2.8,0.04194806300344879
0.005591758234735438,0.013414772078616336,0.004661076249288432,0.03779350636009197,2.79,0.07013547125973293
0.07447843260034578,0.08361092662055628,0.07431146258463119,0.08104050925548309,2.78,0.08510537857692428
0.04434797313728058,0.011678231058216929,0.0439618095752823,0.013225555877626955,2.77,0.004987781743726864
0.04262942243986736,0.01869685517630894,0.043695321606287314,0.006099349905485742,2.76,-0.013244864945860857
-0.018155989743942128,0.12021051641063772,-0.0178534552692839,0.20586364863278261,2.75,0.26266817685290833
0.0004776196341195278,0.027860247576861258,0.0008516383578150177,0.0592743161295628,2.74,0.05458043979983624
0.004867439884328454,0.05819116337202333,0.004969997493241372,0.03021901402190759,2.73,-0.0032929103233533753
0.05612197252713729,0.10819546877106502,0.055910784674101086,0.13388468954508184,2.72,0.0768472837536804
0.010204637189302583,0.07089698928237353,0.010765442161882008,0.1143739018736174,2.71,0.0551230526141162
0.0048666646493611704,0.09770567791159337,0.0052320706102757806,0.157391209104447,2.7,0.1721625003769135
0.017271507059016016,0.0572853145084889,0.017035030911505534,0.09634262407985182,2.69,0.08225409584724268
0.037029345338951095,0.11898725160804645,0.03711950130613827,0.11734061806174863,2.68,0.0413910287569636
0.01869413446557693,0.16260656268147816,0.01853474654513536,0.17997985280428092,2.67,0.2027693418737535
0.005350667414588279,0.16280448104158143,0.006028927971571281,0.16530110920439706,2.66,0.1002404026016182
