H,std_H,M,std_M,H_2,std_H_2,M_2,std_M_2,T,M_4,std_M_4
-119.952,25.55955764458742,22.044,16.980176394560527,15041.12,6245.38983569479,773.976,1071.996638155277,4.61,1.747066464e6,4.8340007583292965e6
-119.488,24.83422224662159,21.676,16.038711427800685,14893.504,6041.503152885905,726.832,1007.2921131316263,4.6,1.54190752e6,5.825835494842849e6
-121.716,25.957217129752586,22.892,17.403080279169064,15487.888,6407.565277407653,826.608,1181.2658885430642,4.59,2.077274496e6,7.337283020210006e6
-122.72,25.43762317262902,24.646,19.408951321269043,15706.624,6366.0931467091,983.756,1459.6702976500692,4.58,3.096282608e6,1.1240409236449186e7
-119.552,25.857840666303208,21.464,16.05049289966892,14960.64,6303.399785453501,718.064,999.433270792386,4.57,1.513483904e6,4.597667889063488e6
-121.948,25.925999565174983,23.31,17.249505658002068,15542.8,6424.145092396978,840.604,1129.992717997212,4.56,1.982221744e6,5.261241041111766e6
-123.944,25.21381765224379,23.33,17.466888451930764,15997.216,6408.085457652432,849.076,1174.6960189602078,4.55,2.09946088e6,6.2860593439195035e6
-120.98,25.451903649813687,22.75,16.91956771823003,15283.312,6327.140875807833,803.548,1103.4176136559204,4.54,1.862002288e6,5.87406072460765e6
-122.496,25.156845009874566,24.91,18.479106509173477,15637.504,6284.77132572066,961.644,1274.2137363527006,4.53,2.546756208e6,6.653421992351267e6
-123.564,25.960351381363154,23.942,18.383976898555076,15941.328,6544.480993622939,910.852,1323.9541263293925,4.52,2.58075304e6,7.898898430503185e6
-123.476,25.140673767373016,22.524,16.578307038544807,15877.744,6349.848146369009,781.896,1041.451680485843,4.51,1.694898336e6,4.7726234569750875e6
-124.716,25.59934902825989,24.198,18.046453127151338,16208.752,6521.558123858044,910.892,1258.329052489984,4.5,2.411532848e6,7.537291583326803e6
-123.672,25.586932350461765,24.278,17.480740610520265,15948.8,6430.439882705154,894.692,1112.832248251617,4.49,2.037630992e6,4.794976643334135e6
-123.792,25.028766952752086,23.358,18.012336891149918,15950.272,6311.082261968491,869.716,1287.994770903156,4.48,2.41367752e6,9.367065695472658e6
-123.56,25.685835827594982,22.47,16.59380771415815,15926.176,6559.171743977358,779.98,1039.4321463120077,4.47,1.687707568e6,4.804057262725864e6
-124.112,25.906033632699906,25.902,18.645912851508935,16074.24,6514.745349541252,1018.236,1362.9407910484977,4.46,2.892554544e6,8.46631652759459e6
-124.736,25.796041164096092,23.038,17.267099024118348,16223.84,6507.766832604527,828.604,1147.6101028363823,4.45,2.002276528e6,6.150158037301494e6
-126.612,25.652982897346096,25.458,19.95124778775223,16688.016,6671.868029776275,1045.764,1547.1193524077562,4.44,3.484807056e6,1.156489404654296e7
-126.288,24.612412048127805,23.34,17.65548402384132,16553.824,6365.17550458966,856.16,1187.378714063298,4.43,2.141468288e6,5.96871666942137e6
-126.712,24.804764307131247,24.49,17.585253513701222,16670.592,6417.536499955748,908.692,1205.4234271718692,4.42,2.277313744e6,6.642133178376663e6
-126.928,26.784178318705397,24.442,19.149499715118907,16827.392,6928.178912049931,963.748,1439.6048119225327,4.41,2.99919976e6,9.82704145482002e6
-125.388,26.004570630827452,23.332,17.896873304409183,16397.712,6687.425440038346,864.36,1219.1369230883122,4.4,2.231926752e6,7.0463769916095575e6
-126.752,24.94202478951139,24.354,17.187381711304663,16687.552,6340.206270370612,888.228,1125.6805304670913,4.39,2.05483848e6,5.484951676832356e6
-126.68,25.50035034794361,24.288,18.05710705276776,16697.44,6664.142588123009,915.64,1221.9539573461325,4.38,2.330074912e6,6.652148405200588e6
-129.816,27.98137060797954,24.25,18.728060236987712,17634.368,7346.327416000398,938.452,1402.4657663992807,4.37,2.845635472e6,1.0173304556741113e7
-127.808,24.751561077551774,22.976,17.604696797995395,16946.912,6391.327073935586,837.512,1205.758668981411,4.36,2.153826464e6,6.619773502333045e6
-129.54,25.39072840800533,24.144,17.756084662518997,17424.656,6661.230741285926,897.896,1233.3665141157926,4.35,2.325888992e6,7.378806173247219e6
-130.652,24.823841747785917,24.7,18.97213593515348,17685.552,6492.222052462045,969.672,1393.3281622732613,4.34,2.879685792e6,9.648695075151486e6
-128.408,25.092133252299444,24.95,18.279267808958643,17117.6,6509.461507768605,956.3,1283.5303128730793,4.33,2.560312304e6,7.211456509983846e6
-128.464,25.591710369563806,24.116,17.582254681345045,17157.28,6601.2542813989285,890.408,1171.5404784422215,4.32,2.163960992e6,5.5066123098258665e6
-128.496,25.764506472932748,23.932,18.035760717659365,17174.368,6688.676002561588,897.704,1242.4111178550238,4.31,2.347914272e6,7.361323970939272e6
-131.752,25.543354496991167,23.52,17.805353987793406,18010.4,6780.887712251706,869.904,1199.7912492703995,4.3,2.194792512e6,6.248079824007726e6
-132.784,25.829372824373817,24.596,18.184594124243286,18298.08,6910.476403093908,935.312,1288.1213977693994,4.29,2.532406016e6,7.881878299433917e6
-132.972,27.383152723034886,23.304,18.149517596591622,18430.64,7393.304319664054,872.152,1267.8546700471472,4.28,2.36649712e6,7.636901866496731e6
-130.48,24.48544745633899,23.93,18.34054185337705,17623.968,6447.457399773799,908.684,1277.0911878350921,4.27,2.455037552e6,7.603189469057454e6
-131.036,25.635598059883215,25.212,17.591831301161587,17826.96,6816.252243355218,944.808,1166.890289651981,4.26,2.252933472e6,5.529809881870139e6
-132.576,25.17804913328588,25.112,18.573217826225495,18209.696,6777.202153736938,975.232,1337.4194633685413,4.25,2.737979584e6,8.0320619747203365e6
-131.844,25.238475481784647,24.246,18.317396403719908,18019.184,6726.159823265584,923.06,1239.6481387506328,4.24,2.387230544e6,6.2322360509115225e6
-133.704,26.75077546517087,24.758,18.930922212502374,18591.648,7248.159212936212,970.98,1375.167275874698,4.23,2.831996112e6,8.227437772594466e6
-132.376,27.026747289843613,24.954,18.592029140132812,18253.12,7442.584029934942,968.02,1364.60623102995,4.22,2.797350736e6,9.295666899799604e6
-133.468,25.16374753867536,22.744,17.82684100619793,18446.288,6753.763420597246,834.768,1244.7707067119986,4.21,2.244742272e6,7.643352189534305e6
-135.796,26.645156189227873,25.8,19.720164423373475,19149.808,7323.060615611201,1054.136,1476.6095778334056,4.2,3.289398176e6,9.557658950364131e6
-134.972,26.185738655018103,26.186,19.82267243189834,18902.448,7268.104842067932,1078.252,1458.9437073572226,4.19,3.2890156e6,8.382216011269566e6
-134.836,26.35928519356919,24.208,18.366220461871137,18874.864,7250.896816680691,923.008,1353.0278949158514,4.18,2.680797568e6,1.0050738362027839e7
-133.864,26.73170567113307,24.576,18.283175284903287,18633.44,7302.510589332089,937.92,1293.9811361765599,4.17,2.55240672e6,8.196218301404507e6
-136.32,27.128021113408355,25.728,18.76225034578843,19318.336,7557.941965764348,1013.6,1369.2362805564242,4.16,2.900318144e6,8.872566866227262e6
-135.888,26.51223027876671,25.556,18.845211752750515,19167.744,7328.718023387877,1007.896,1392.0438898883092,4.15,2.951702752e6,1.1169759811227763e7
-137.176,25.333511616252707,25.674,18.987634245852067,19458.4,6908.217099620965,1019.324,1373.596968421107,4.14,2.92390328e6,8.540576476574307e6
-138.5,27.537834561423534,26.094,19.08862330131588,19939.824,7845.091993176714,1044.908,1462.7829413380064,4.13,3.229426928e6,1.1743452858954398e7
-136.376,24.943472107964453,26.18,18.671803240079306,19219.968,6971.935054587168,1033.68,1304.287910145821,4.12,2.767960128e6,6.976719709743389e6
-137.984,25.76306424863858,24.342,18.319351370467096,19702.656,7162.743227298059,927.796,1322.9691991448199,4.11,2.609302672e6,8.869178921562944e6
-140.668,25.600647827138456,25.866,19.369905452459932,20442.224,7454.667745044912,1043.868,1424.5676001592285,4.1,3.117023856e6,8.626126762061894e6
-139.896,25.476542902015538,25.942,19.542941502306213,20219.296,7276.121129494414,1054.532,1492.7268519157917,4.09,3.33804296e6,1.0738031647706142e7
-138.796,26.20635718975755,25.902,19.697674847412685,19950.416,7319.8139921601705,1058.524,1427.1238404146573,4.08,3.155118832e6,8.495911770392073e6
-139.18,26.50672001976492,27.446,19.868866496502914,20072.976,7489.902281045034,1147.66,1468.9584375642805,4.07,3.472804528e6,9.224869233912608e6
-139.876,25.84996798537369,26.51,20.32232508589745,20232.848,7352.818312595111,1115.364,1557.149572229429,4.06,3.666326928e6,1.2188323947044984e7
-140.752,26.860155695080472,25.942,19.649395276566015,20531.872,7665.922624270173,1058.7,1486.2561567116768,4.05,3.327594096e6,1.0219413414457448e7
-141.484,25.538087985163216,26.396,19.304918126318587,20669.264,7373.326834401884,1069.056,1401.9427578757843,4.04,3.106358784e6,8.433575817927375e6
-141.024,25.27746772076614,27.162,19.96527907063581,20526.08,7289.27083039441,1135.988,1537.4691474092203,4.03,3.651916304e6,1.116957667873498e7
-141.46,26.100222635479987,25.668,19.47421425940007,20691.472,7532.765174116633,1037.712,1438.3854190270665,4.02,3.143729856e6,9.13137657205859e6
-141.404,25.987692166565015,25.54,19.350732566258333,20669.776,7379.050518893632,1026.368,1402.465471223436,4.01,3.01837376e6,8.072424326649604e6
-142.752,26.040287874610613,26.326,19.416145619321842,21055.552,7610.5391920737175,1069.668,1429.6040324038909,4.0,3.185913552e6,9.081485619865121e6
-144.572,27.582051874100774,28.942,20.870654523043115,21661.072,8163.370196664108,1272.788,1656.4318644537047,3.99,4.361012048e6,1.1902878910366297e7
-145.256,25.967841512008516,28.826,21.23404362359201,21772.96,7669.803606727213,1281.372,1721.210595927044,3.98,4.601517552e6,1.4357097809103105e7
-145.656,27.724543536626793,27.83,19.833720691702716,21983.552,8298.498731728318,1167.492,1527.1914430220068,3.97,3.69301896e6,1.0284803091405638e7
-142.708,25.655505080604843,26.258,19.425622018118,21023.12,7348.801333185885,1066.46,1453.0524938727954,3.96,3.24658712e6,9.410195435896086e6
-144.436,25.9720706231223,25.52,18.67271459296345,21535.632,7703.781206489021,999.592,1403.1109927564512,3.95,2.965935904e6,1.0632738879732076e7
-145.58,26.34307418578093,28.09,20.812617929156943,21886.8,7916.089385495792,1221.78,1810.4225753954522,3.94,4.76709864e6,2.1611125565869305e7
-147.008,25.552864514274805,25.644,19.14094145123587,22263.648,7683.500262014206,1023.624,1391.785983133487,3.93,2.982937248e6,8.150662766424281e6
-146.112,25.707437218212327,26.39,20.143725317568983,22008.928,7642.162558555489,1101.796,1578.7057326095237,3.92,3.703773904e6,1.1179710827600205e7
-147.68,26.24092578752103,27.254,20.461137361890277,22497.28,7824.269919255686,1161.02,1589.3783272295702,3.91,3.871564784e6,1.1107801710192138e7
-145.68,26.342656197421245,26.302,19.746359530675893,21915.904,7739.068913146233,1081.324,1561.7434442345545,3.9,3.605865136e6,1.2676626323193207e7
-143.692,27.22922265814002,27.368,20.390398337068955,21388.08,7913.267078359826,1164.36,1572.8570862649326,3.89,3.827139744e6,1.0555193757226184e7
-148.824,27.00433776744503,25.304,19.292479980131734,22877.088,8108.939287516255,1012.12,1375.863141807711,3.88,2.91549328e6,8.029332892122684e6
-148.088,27.229941713593984,29.826,22.951699381625417,22670.784,8247.92134054295,1415.844,2012.9023641477474,3.87,6.052338384e6,1.80140870608938e7
-147.868,27.28763806545358,30.178,24.01843461179769,22608.816,8269.983275770606,1487.02,2250.539067355573,3.86,7.271089648e6,2.539754935040067e7
-152.144,28.387904768354023,31.076,24.823586252482425,23952.864,8924.135042443035,1581.312,2442.356932563716,3.85,8.45968992e6,2.7896137882505096e7
-151.548,28.058634731272708,26.242,19.464128243727952,23753.296,8725.604163862146,1067.116,1532.1467567528343,3.84,3.483862768e6,1.254839939112103e7
-152.424,27.78287443933964,28.902,21.510115784929685,24004.192,8603.365976480443,1297.548,1833.80441550628,3.83,5.043106608e6,1.5826074246255703e7
-151.904,27.52475969734152,29.188,22.1143777145481,23831.68,8617.249513317738,1340.496,1907.4068015739829,3.82,5.431492032e6,1.6249827583267536e7
-151.988,26.114092015649362,29.364,21.710892815977576,23781.616,8069.686728023116,1333.136,1813.4563787258687,3.81,5.062587008e6,1.3482190053092906e7
-151.88,26.208404767945723,27.456,20.422172487987886,23753.728,8083.784211196459,1170.48,1667.3225260896606,3.8,4.147207872e6,1.3529441473437311e7
-152.152,26.57297535126654,26.99,19.472932370218285,23855.648,8117.160230912675,1107.276,1446.5504235773988,3.79,3.31647576e6,8.746473418187533e6
-152.148,26.538319057136576,26.47,19.660356803212643,23852.592,8179.959050484519,1086.804,1430.64875823993,3.78,3.225852048e6,8.80524466834366e6
-153.568,26.23931931049047,29.294,21.266448359465805,24270.944,8139.8872607353405,1309.948,1698.8091823197606,3.77,4.599030448e6,1.1904807059253618e7
-155.732,26.925028006171747,27.628,20.912267666107827,24976.688,8477.932823018096,1200.192,1590.8450279769677,3.76,3.968717952e6,1.0077818696603071e7
-153.412,28.10943607396627,29.062,22.161572401147247,24324.592,8760.722385868547,1335.244,1944.5273829923835,3.75,5.560282096e6,1.9827637294262815e7
-156.072,27.527742235653704,30.232,22.944817293686185,25115.488,8800.707740778273,1439.912,1996.0374981322243,3.74,6.053528096e6,1.679193004976037e7
-156.016,27.060746996859265,29.39,21.71339152162488,25072.544,8589.622110434433,1334.772,1754.3657689510662,3.73,4.856337744e6,1.3788117636755174e7
-155.652,26.410005384027933,28.182,21.488243777019576,24924.336,8267.707454527988,1255.508,1703.0539929311808,3.72,4.473792848e6,1.1407609045606878e7
-155.036,25.62309987583952,28.846,20.93682484606094,24692.048,8108.674494376485,1270.004,1624.5695929526523,3.71,4.249497296e6,1.181448838761243e7
-155.052,27.123661054308084,28.154,21.88907068414316,24776.08,8640.304802765042,1271.3,1854.4994381681995,3.7,5.051932688e6,1.489221880715026e7
-157.936,27.331573663419363,31.83,23.400912433123263,25690.048,8821.04791076094,1560.204,2050.5915956806894,3.69,6.634957488e6,1.7859505574500676e7
-157.488,28.032761042959926,29.084,21.597485858205705,25587.52,9036.860947994795,1311.864,1760.60135710576,3.68,4.817604576e6,1.3655585219832646e7
-156.696,27.074279318212714,28.758,21.913960337138004,25285.92,8613.752488058008,1306.764,1867.4125044472005,3.67,5.191374384e6,1.6184148842427148e7
-159.988,27.667405757340916,30.232,22.877358884922657,26360.88,9002.920807864119,1436.824,2019.6296653121851,3.66,6.139288288e6,1.976558041883472e7
-158.94,27.155511812923393,28.532,21.9208918956666,25998.608,8640.689364572194,1294.12,1885.7225753623547,3.65,5.227140256e6,1.712628306559297e7
-158.74,28.641521201513314,25.12,19.740092990441337,26017.904,9347.804521713115,1020.296,1470.9602484215663,3.64,3.202564256e6,1.007929239912847e7
-161.368,27.314953462941922,30.564,21.82911849833645,26784.992,8994.313847844622,1410.192,1774.37732910507,3.63,5.133907968e6,1.2112086825912453e7
-164.036,27.819788723939745,29.054,20.802255113756726,27680.976,9169.028073860569,1276.436,1642.3342314010363,3.62,4.323853328e6,1.0763055159576913e7
-163.144,26.40781393142259,33.18,23.876215648081114,27312.64,8684.19619527092,1670.416,2198.6526229262095,3.61,7.619528896e6,2.3208300719212532e7
-165.196,27.392991073629766,32.338,23.403706746784568,28039.344,9136.430224924772,1592.932,2066.6272153979353,3.6,6.804109456e6,1.7895259255433712e7
-163.648,27.11522323956289,28.996,22.019010441453105,27515.168,9109.331572265304,1325.12,1835.647398323265,3.59,5.122174784e6,1.398874060022572e7
-165.336,28.10546247655464,29.886,22.9375922262372,28125.12,9430.91736725479,1418.78,2015.1448047681795,3.58,6.069684464e6,1.8212815986837924e7
-164.06,27.815141237859674,31.242,23.243788626420383,27688.592,9196.082088765808,1515.796,2073.55597000533,3.57,6.59297224e6,1.7310739558113623e7
-163.12,28.73414782538802,29.992,22.333533592396943,27432.96,9674.609167762228,1397.808,1958.929918491614,3.56,5.787436224e6,2.0589509891897842e7
-164.392,26.35383958479031,30.406,22.474524873026088,27718.56,8786.0892858734,1429.124,1889.371636763346,3.55,5.608550864e6,1.4524644016022945e7
-166.2,26.576875857224646,31.076,22.128802676780953,28328.064,8991.563766490835,1454.912,1859.0837228442788,3.54,5.569505024e6,1.561934385882992e7
-166.116,27.16682868095907,30.928,22.911301659743028,28331.824,9141.08289808016,1480.944,1985.509388644737,3.53,6.131500416e6,1.7467029220715843e7
-166.684,27.611710387995718,30.652,21.791966083531467,28545.2,9295.143012327439,1413.96,1741.9285615413487,3.52,5.03056368e6,1.2313991134136358e7
-164.612,27.69245977388661,31.226,23.74347650780477,27863.216,9253.84679070114,1538.252,2165.9240530312923,3.51,7.052754992e6,2.0194849052311413e7
-171.224,28.119112868447832,33.436,25.619099169218305,30107.552,9789.52611216686,1773.648,2521.7948396547467,3.5,9.498916992e6,2.8168775830840822e7
-171.7,29.524188010471644,33.272,25.753393043505028,30351.696,10317.080843761994,1769.6,2621.9774792896114,3.49,9.999375296e6,3.2763485315416202e7
-170.684,27.331285062051933,31.022,24.35406817426273,29879.28,9436.600979147082,1554.892,2342.693183429637,3.48,7.900412272e6,2.5720133562808596e7
-169.76,28.349993335486378,32.328,24.024437341789916,29621.376,9979.782676235436,1621.696,2195.5384671521347,3.47,7.445466688e6,2.1313923685343046e7
-170.212,27.831378723333874,32.556,24.7290596341711,29745.936,9651.57100843354,1670.808,2181.498415877141,3.46,7.545775776e6,1.7697115429690108e7
-170.924,27.838124670767336,35.474,26.39773028432869,29989.2,9699.382481195207,1954.548,2521.7683968880933,3.45,1.0173214416e7,2.3763969667930983e7
-172.888,27.87724155286166,34.7,26.225135991215712,30666.624,9867.772788954882,1891.16,2733.9882725195216,3.44,1.1043703328e7,3.466207927226973e7
-173.784,27.202744959531817,33.112,24.99368200446145,30940.128,9658.49167090664,1720.464,2315.870165472868,3.43,8.317887744e6,2.15591228542675e7
-174.668,29.02985546826764,35.938,25.57855387660566,31350.8,10258.822020741622,1945.148,2545.764551416185,3.42,1.0258036976e7,2.669744798024767e7
-174.084,29.555142538151465,34.79,26.1527793526399,31177.872,10478.112254601781,1893.628,2701.752367533241,3.41,1.0877993392e7,3.1947144176972628e7
-175.352,28.962923660206457,32.85,24.80501539585874,31586.336,10171.135617956475,1693.796,2335.3243959712363,3.4,8.317231184e6,2.372031319095411e7
-176.024,29.649933263711446,34.698,24.895312260997507,31862.688,10542.87537115695,1823.108,2312.3672837139848,3.39,8.665418192e6,2.136366555662453e7
-176.864,29.160655819920237,34.9,27.386785792349496,32130.368,10638.823312850818,1967.296,2890.9115867120854,3.38,1.2219265984e7,3.806260345468018e7
-176.096,28.979416670985465,35.072,25.77260256635024,31848.768,10367.994410408903,1893.608,2609.055788296303,3.37,1.0386116192e7,3.2100524852681443e7
-178.008,27.74919735693186,33.814,25.03205960379625,32456.096,10040.512400074012,1769.364,2377.372467105513,3.36,8.776896912e6,2.2658577692631107e7
-178.532,27.755059346348357,32.114,23.43476460714278,32643.248,10018.692858906152,1579.948,2039.374152093781,3.35,6.651123568e6,1.6190854483008478e7
-178.188,27.24589868209516,31.03,22.567507447487248,32492.56,9779.319309878605,1471.644,1970.4571648992273,3.34,6.0445548e6,1.8437800431246337e7
-182.62,28.40292812944339,35.366,26.37851151732922,34155.984,10594.975415913328,1945.884,2620.0402541711983,3.33,1.0644210864e7,2.728117479640075e7
-179.168,26.6013422106368,35.652,24.356028249944863,32808.096,9574.01640717985,1863.688,2187.4905498222297,3.32,8.253662752e6,1.7843975947296802e7
-182.896,29.700628129911852,34.944,25.615874707630756,34332.192,11101.915337783083,1876.6,2537.303389918615,3.31,9.953098144e6,2.7797721865226153e7
-183.968,28.095058432192456,34.17,25.972479082091294,34632.768,10596.23874729924,1841.484,2648.88990474717,3.3,1.0400664432e7,3.2379752016900677e7
-185.1,30.57523253950564,35.738,29.333322345070293,35195.92,11608.000399848499,2136.788,3406.5707835827457,3.29,1.6158982736e7,5.522341965317978e7
-185.184,27.447541083155546,36.93,27.7744941002086,35045.728,10414.611297138577,2134.476,3070.0871845510746,3.28,1.397199768e7,4.580733373462669e7
-185.248,28.3557144600968,35.772,26.8537733129097,35120.064,10671.704371753467,2000.04,2758.8714696749084,3.27,1.1603920416e7,3.37450678685823e7
-187.748,29.475231725726694,37.472,29.34058769155938,36117.232,11314.408342565612,2264.16,3289.265787348267,3.26,1.5934870656e7,4.797503823516996e7
-186.42,29.22584044556717,38.316,27.493854878064226,35605.712,11093.780027400595,2223.272,2838.9589398013277,3.25,1.299456656e7,3.2131318704311866e7
-186.896,28.292713932418387,36.55,25.782751021763566,35729.792,10730.909906627683,1999.988,2533.2083831711457,3.24,1.0410679568e7,2.7220779282031465e7
-190.252,30.475190454421007,40.34,30.180975651746106,37123.632,11854.78207689482,2537.296,3443.9184959854942,3.23,1.8286585024e7,4.9861183234229945e7
-190.856,30.166227229556984,38.608,28.145025821243767,37335.104,11728.461154569177,2281.928,2992.317974025099,3.22,1.4152208288e7,3.7049040718528554e7
-192.052,30.59812970659386,36.826,29.134490600361325,37819.28,11873.807448705278,2204.124,3312.6322822283287,3.21,1.5820721712e7,4.87969979284434e7
-189.232,29.379471222765893,35.968,25.962299917707924,36671.04,11272.694937838136,1967.064,2410.775048867115,3.2,9.67536528e6,2.1379713581120454e7
-194.412,28.350273261363707,38.654,29.66533863478245,38598.96,11195.864287474353,2373.284,3313.3076873684963,3.19,1.6599506768e7,4.685417719287069e7
-192.032,29.104192653809008,40.69,28.63920571706038,37722.496,11264.103804053499,2475.06,3113.1745463684106,3.18,1.5808085904e7,3.888866446050295e7
-194.052,27.506834094855808,40.376,29.007793367922286,38412.048,10792.715630293073,2470.832,3072.1534171317667,3.17,1.5533699264e7,3.398197487110474e7
-196.604,31.429906506749635,42.16,29.89160263197522,39639.984,12539.658418034558,2670.08,3329.4112315466155,3.16,1.8203221376e7,4.32268987972057e7
-198.46,31.49622854267495,42.648,31.38900070670243,40377.392,12723.158383577153,2803.136,3916.010262228366,3.15,2.3177372672e7,7.186243381209062e7
-195.0,27.65886861411748,35.274,26.598503800108844,38789.248,10807.530044379062,1951.028,2710.2901822661142,3.14,1.1144837456e7,3.2988180584502354e7
-196.268,29.46259018179189,39.646,29.171521414929003,39388.304,11805.064359846758,2421.932,3142.800240028743,3.13,1.5733070768e7,3.998825744837009e7
