τ_H,τ_M,τ_H_2,τ_M_2,T,τ_M_4
-7.1427787636663e-5,0.012261716041774817,-0.0013861697813188183,0.012260746736548433,2.6,0.0068154267794657665
0.0685085068537767,0.03488948347832148,0.06899734991289351,0.03983097788625601,2.59,0.062939141502554
0.016704108655803192,-0.019757995357392828,0.014690030598668925,-0.004075446745820949,2.58,0.025831690971248045
-0.02192085342434333,-0.030406864899975357,-0.024411904444487115,-0.03933042750452301,2.57,-0.040259083434300715
0.006594582851418712,-0.006275696028615364,0.009040557972274125,0.007927854508602658,2.56,0.02846876973122791
-0.0018621824901852062,0.059699069915657765,-0.0036099697337673466,0.05397704347222397,2.55,0.01877619509277274
-0.04426660082077934,-0.04665832243854207,-0.043181820866049,-0.02987133168739968,2.54,-0.0032637961122936117
0.012603115673347787,-0.011898660573725064,0.014310365896634814,-0.016801401894329306,2.53,-0.015101340173444154
-0.0711041411171211,0.0016397428042108405,-0.07099173189178933,-0.004065401743414164,2.52,-0.03144634740863848
-0.017682942459762818,0.00454076157605701,-0.020633293059463993,-0.008622304702781062,2.51,-0.01719599080926243
-0.011191819187128216,0.00035716594197852074,-0.01323047436933788,0.009625751385663885,2.5,0.04323987100171928
-0.04098518456019836,0.0381373541051306,-0.041137346541747825,0.04735253925555217,2.49,0.032603682001954924
-0.03506650317661339,-0.012306937357243874,-0.034929144529542745,-0.02047615897147975,2.48,-0.0302043804342821
-0.003174350920418944,0.013390690771485785,-0.005596690733411453,0.02916599419255245,2.47,0.025037496228758373
0.0032155255241301107,-0.017715026303094857,0.006074707819652291,-0.029085170483266157,2.46,-0.008475989269678085
-0.0019246668579637272,0.03053286370555677,0.0002255051137637086,0.03511118344634339,2.45,0.021625938807445743
0.021273527939732,0.014042254695006825,0.021315590077547734,0.033289887442451004,2.44,0.025780676630862275
0.026750878370712185,-4.3822030834478296e-5,0.023498701199617878,0.013179199792011652,2.43,0.015007583915150965
-0.05188231199657273,-0.01433442223525232,-0.05401556550520735,-0.012634998591559489,2.42,-0.006059649773348678
-0.013337576257539133,-0.01696538536278418,-0.012591928488759643,-0.03385549613408422,2.41,-0.040184405182948975
0.006036650651667777,0.044321828901073786,0.003005761301595209,0.013743208412742725,2.4,-0.02133532602497586
-0.05774938799923565,-0.035844464103827973,-0.05654442598001093,-0.025220101036263026,2.39,-0.030474886110086846
0.01026316263781913,0.007464450029365738,0.012028438301935972,0.025063468623260223,2.38,0.03312921425907645
0.0034266351386586145,-0.01744572172460925,0.0036866863877117887,-0.027207786685207725,2.37,-0.029187649628228222
0.005107639855147288,0.0005340580787664814,0.006171537034464745,0.006500745940910267,2.36,0.012894803438875564
-0.04546340896530356,0.006865270714448593,-0.04763218896878135,0.004031805374328163,2.35,-0.006170180271998771
-0.04535422556891829,-0.023176653790888183,-0.04312575037045889,-0.02016215181515517,2.34,-0.014247721505371819
0.03198545640426436,0.0019554250502875005,0.03496286047335668,0.003508774807689724,2.33,0.020966535351704427
0.03588448091555791,0.01802961362948726,0.036490329392819876,0.012532873174002099,2.32,-0.0019954322386134616
-0.0337513370744332,-0.02589135223248647,-0.03569693072417934,-0.030189983878761848,2.31,-0.034258467595379476
0.013954021807088726,0.020957127693664753,0.01477937580643168,0.018001864853041546,2.3,0.022712328430737717
-0.0003573661221562757,-0.0008202533742796478,0.0011300129958418134,0.005386968916357914,2.29,0.016046293690461986
0.03062829679409902,0.01534293635714631,0.03178196588166894,0.026516505916838757,2.28,0.04194934584464395
-0.01226352775025739,-0.03318940845819931,-0.011168984302228095,-0.028838655794688688,2.27,-0.019329244809982663
0.013062278929790568,0.029563510470295602,0.011792723424212408,0.029329550643968746,2.26,0.026347983168867974
-0.04108243147867348,-0.0311383575294113,-0.04159499843247864,-0.04316674634660741,2.25,-0.05402355439808086
-0.01633475852174734,-0.04260861733712469,-0.016730212056913187,-0.04223292089339181,2.24,-0.03521987217717332
0.04325693441032989,0.04482517335588453,0.04269906278456592,0.05144049731379977,2.23,0.051735114669224286
0.04683742756659987,0.06472448827481637,0.043551402964961995,0.0566460230830889,2.22,0.04005630510989772
-0.022494106259828946,-0.007559252590061218,-0.021780892818256948,-0.009979224114837182,2.21,-0.013966681015476967
0.029536091664127448,0.05621126779427871,0.02717861893536219,0.05439029130943711,2.2,0.04751689165044398
0.038378341622416226,-0.01194324585903193,0.03824624567989227,-0.002997587138757848,2.19,0.006392890181953139
-0.014946280497583748,-0.038758079418621055,-0.01591845282654345,-0.049221396354946816,2.18,-0.05530757578505828
-0.05558417975378692,0.009434941291533744,-0.05634635489512618,0.002238669447059924,2.17,-0.011953856560912371
-0.02409546737587503,-0.008700007861315364,-0.02535555120895116,-0.018354243472762672,2.16,-0.030977616927976476
0.00025126181408475096,-0.006619935265723403,-0.00010725901070433967,-0.007613620571746869,2.15,-0.006612946778091508
-0.021014232119984377,0.0014001297931984908,-0.02035775446037994,0.002899613558503202,2.14,0.005220480378415416
-0.008003776616007157,0.01562929440438368,-0.005961529271049301,0.017743202705735192,2.13,0.020407661450898423
-0.023925393866784113,-0.028737015351289984,-0.024127656891089637,-0.028390822529987477,2.12,-0.02612462867168408
-0.03112663772208762,-0.016987008796669766,-0.02918865191206471,-0.012824189666250626,2.11,-0.0051749830665626054
-0.048893449446182666,-0.03349029331044885,-0.048162505298414864,-0.03139982605864165,2.1,-0.02693643986811799
0.10505950156931576,0.09962824143967697,0.10494842767525514,0.09633725022738411,2.09,0.09118181887440625
0.04433442901742077,0.024674640144973507,0.0461628270080992,0.02870304842685719,2.08,0.03415158453623503
-0.01757374107983927,-0.03639028789937432,-0.01612757036409974,-0.03383387112002459,2.07,-0.028964610578984924
0.01292472499612115,-0.0018104183368800528,0.013054605433746562,0.00018917666104587125,2.06,0.003939620576778553
0.02473095331526825,0.05932804663041398,0.025082802727083263,0.05752999980834425,2.05,0.053776480672187724
0.029381787170078524,0.011909673193518225,0.02920663987012069,0.013849773452930496,2.04,0.01755574323918374
0.047529220347973744,0.01135775868269289,0.04804463920369399,0.012304906498139423,2.03,0.01409589388108734
0.03715886136883188,0.0881654502414321,0.03593986257314662,0.08442321599475623,2.02,0.0767086784081728
-0.017055531054530327,0.042498757681656354,-0.016924588690645382,0.04244200716296096,2.01,0.04206778502952953
0.05769284397681641,0.022596808842296888,0.0578027593444557,0.023324903238673006,2.0,0.02469754697790039
